"ModelID","CCLEName","TissueOrigin","DepmapModelType","OncotreeLineage","OncotreePrimaryDisease","OncotreeSubtype","OncotreeCode","PrimaryOrMetastasis","Age","AgeCategory","Sex","PatientRace"
"ACH-000483","SNU182_LIVER",NA,"HCC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC","Primary",24,"Adult","Male","asian"
"ACH-000484","VMRCRCW_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",NA,"Unknown","Male",""
"ACH-000485","GSU_STOMACH",NA,"STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","Metastatic",37,"Adult","Male",""
"ACH-000486","KU1919_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",76,"Adult","Female",""
"ACH-000487","F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"MDS","Myeloid","Myelodysplastic Syndromes","Myelodysplastic Syndromes","MDS","Metastatic",68,"Adult","Male",""
"ACH-000488","TE11_OESOPHAGUS",NA,"ESCC","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC","Primary",58,"Adult","Male",""
"ACH-000489","SW1116_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Primary",73,"Adult","Male","caucasian"
"ACH-000490","SF767_CENTRAL_NERVOUS_SYSTEM",NA,"CESC","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC","Metastatic",66,"Adult","Female",""
"ACH-000491","NCIH716_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Metastatic",33,"Adult","Male","caucasian"
"ACH-000492","MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLLBCRABL1L","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma, BCR-ABL1 Like","BLLBCRABL1L","Primary",26,"Adult","Male",""
"ACH-000493","SNU423_LIVER",NA,"HCC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC","Primary",40,"Adult","Male","asian"
"ACH-000494","OELE_OVARY",NA,"ZIMMOV","Ovary/Fallopian Tube","Non-Cancerous","Immortalized Ovarian Cells","","",NA,"Unknown","Female",""
"ACH-000495","TUHR4TKB_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",60,"Adult","Male",""
"ACH-000496","NCIH1792_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Metastatic",50,"Adult","Male","caucasian"
"ACH-000498","KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","",46,"Adult","Male",""
"ACH-000499","EW8_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",NA,"Pediatric","Male",""
"ACH-000500","SNU46_UPPER_AERODIGESTIVE_TRACT",NA,"LXSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","LXSC","",65,"Adult","Male","asian"
"ACH-000501","LS123_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Primary",65,"Adult","Female","caucasian"
"ACH-000502","TCCPAN2_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Metastatic",47,"Adult","Female","asian"
"ACH-000503","BICR16_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",NA,"Unknown","Male","caucasian"
"ACH-000504","SNB75_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",75,"Adult","Female",""
"ACH-000505","RKN_SOFT_TISSUE",NA,"LMS","Soft Tissue","Leiomyosarcoma","Leiomyosarcoma","LMS","Primary",45,"Adult","Female","asian"
"ACH-000506","NCIH146_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",59,"Adult","Male","caucasian"
"ACH-000507","KE39_STOMACH",NA,"STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","Metastatic",77,"Adult","Male","asian"
"ACH-000508","CORL88_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",55,"Adult","Male","caucasian"
"ACH-000509","HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"SS","Lymphoid","Mature T and NK Neoplasms","Sezary Syndrome","SS","",53,"Adult","Male","caucasian"
"ACH-000510","NCIH1299_LUNG",NA,"LCLC","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","LCLC","Metastatic",43,"Adult","Male","caucasian"
"ACH-000511","CALU1_LUNG",NA,"LUSC","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC","Metastatic",47,"Adult","Male","caucasian"
"ACH-000512","INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","",80,"Adult","Male",""
"ACH-000513","SNU1272_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Primary",63,"Adult","Female","asian"
"ACH-000514","NCIH1092_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",67,"Adult","Male","caucasian"
"ACH-000515","HCC33_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",52,"Adult","Male","caucasian"
"ACH-000516","CAL78_BONE",NA,"DDCHS","Bone","Chondrosarcoma","Dedifferentiated Chondrosarcoma","DDCHS","",76,"Adult","Male",""
"ACH-000517","SNU410_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Metastatic",53,"Adult","Male","asian"
"ACH-000518","CAL33_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",69,"Adult","Male",""
"ACH-000519","PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"TLL","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL","Primary",4,"Pediatric","Female",""
"ACH-000520","59M_OVARY",NA,"HGSOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC","Metastatic",65,"Adult","Female",""
"ACH-000521","NCIH2030_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Metastatic",NA,"Unknown","Male",""
"ACH-000522","UMUC3_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",NA,"Unknown","Male",""
"ACH-000523","NCIH1184_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",42,"Adult","Male","caucasian"
"ACH-000524","KURAMOCHI_OVARY",NA,"HGSOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC","Metastatic",NA,"Unknown","Female","asian"
"ACH-000525","NCIH2171_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",50,"Adult","Male","caucasian"
"ACH-000526","HS821T_FIBROBLAST",NA,"ZFIBBON","Fibroblast","Non-Cancerous","Fibroblast, Bone","","Primary",31,"Adult","Female","caucasian"
"ACH-000527","OVISE_OVARY",NA,"CCOV","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","CCOV","Metastatic",40,"Adult","Female","asian"
"ACH-000528","ABC1_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Metastatic",47,"Adult","Male",""
"ACH-000529","T173_FIBROBLAST",NA,"ZFIBBON","Fibroblast","Non-Cancerous","Fibroblast, Bone","","",NA,"Unknown","Unknown",""
"ACH-000530","DMS114_LUNG",NA,"SMARCA4-UT","Lung","SMARCA4-deficient undifferentiated tumor","SMARCA4-deficient undifferentiated tumor","","Primary",68,"Adult","Male","caucasian"
"ACH-000531","RS5_FIBROBLAST",NA,"ZFIBLUN","Fibroblast","Non-Cancerous","Fibroblast, Lung","","",78,"Adult","Male",""
"ACH-000532","SNU61_LARGE_INTESTINE",NA,"READ","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","READ","Metastatic",48,"Adult","Male","asian"
"ACH-000533","NCIH2004RT_SOFT_TISSUE",NA,"MRT","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","MRT","",NA,"Pediatric","Male",""
"ACH-000534","WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Metastatic",41,"Adult","Male","caucasian"
"ACH-000535","BXPC3_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",61,"Adult","Female",""
"ACH-000536","BT20_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Primary",74,"Adult","Female","caucasian"
"ACH-000537","SNU761_LIVER",NA,"HCC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC","Primary",49,"Adult","Male","asian"
"ACH-000538","HUTU80_SMALL_INTESTINE",NA,"DA","Bowel","Small Bowel Cancer","Duodenal Adenocarcinoma","DA","Primary",53,"Adult","Male","caucasian"
"ACH-000539","HS618T_FIBROBLAST",NA,"ZFIBLUN","Fibroblast","Non-Cancerous","Fibroblast, Lung","","Primary",60,"Adult","Female","caucasian"
"ACH-000540","HS606T_FIBROBLAST",NA,"ZFIBBRE","Fibroblast","Non-Cancerous","Fibroblast, Breast","","",44,"Adult","Female","caucasian"
"ACH-000541","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","Primary",60,"Adult","Female","asian"
"ACH-000542","HEYA8_OVARY",NA,"HGSOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC","Metastatic",NA,"Unknown","Female",""
"ACH-000543","SNU489_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",54,"Adult","Male","asian"
"ACH-000544","OE21_OESOPHAGUS",NA,"ESCC","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC","Primary",74,"Adult","Male",""
"ACH-000545","VMCUB1_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",NA,"Unknown","Male",""
"ACH-000546","HSC4_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Metastatic",64,"Adult","Male",""
"ACH-000547","HT1197_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",44,"Adult","Male","caucasian"
"ACH-000548","BHY_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",52,"Adult","Male","asian"
"ACH-000549","SNU1076_UPPER_AERODIGESTIVE_TRACT",NA,"LXSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","LXSC","",60,"Adult","Male","asian"
"ACH-000550","IGR39_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",26,"Adult","Male",""
"ACH-000551","K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"CMLBCRABL1","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1","Metastatic",53,"Adult","Female",""
"ACH-000552","HT29_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Primary",44,"Adult","Female","caucasian"
"ACH-000553","SQ1_LUNG",NA,"LUSC","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC","Primary",NA,"Unknown","Male",""
"ACH-000554","UACC893_BREAST",NA,"ILC","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC","Primary",57,"Adult","Female","caucasian"
"ACH-000555","A498_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",52,"Adult","Female",""
"ACH-000556","SIHA_CERVIX",NA,"CESC","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC","Primary",55,"Adult","Female",""
"ACH-000557","AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",13,"Pediatric","Female",""
"ACH-000558","A172_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",53,"Adult","Male",""
"ACH-000559","NCIH1836_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Primary",52,"Adult","Male","caucasian"
"ACH-000560","ECC10_STOMACH",NA,"STSC","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Small Cell Carcinoma of the Stomach","STSC","Metastatic",73,"Adult","Male",""
"ACH-000561","TT_OESOPHAGUS",NA,"ESCC","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC","Metastatic",67,"Adult","Male",""
"ACH-000562","HCC78_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Metastatic",65,"Adult","Male","caucasian"
"ACH-000563","EBC1_LUNG",NA,"LUSC","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC","Metastatic",69,"Adult","Male",""
"ACH-000564","KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","Primary",53,"Adult","Male",""
"ACH-000565","RCM1_LARGE_INTESTINE",NA,"READ","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","READ","Primary",73,"Adult","Female",""
"ACH-000566","SW1710_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",84,"Adult","Female","caucasian"
"ACH-000567","ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","Metastatic",NA,"Unknown","Female",""
"ACH-000568","UACC812_BREAST",NA,"ILC","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC","Primary",43,"Adult","Female",""
"ACH-000569","ISTMES1_PLEURA",NA,"PLEMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO","Primary",70,"Adult","Female","caucasian"
"ACH-000570","YKG1_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",53,"Adult","Female",""
"ACH-000571","T98G_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",61,"Adult","Male","caucasian"
"ACH-000572","G361_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",31,"Adult","Male","caucasian"
"ACH-000573","MDAMB436_BREAST",NA,"BRCNOS","Breast","Invasive Breast Carcinoma","Breast Invasive Carcinoma, NOS","BRCNOS","Metastatic",43,"Adult","Female","caucasian"
"ACH-000574","FUOV1_OVARY",NA,"HGSOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC","Primary",65,"Adult","Female","asian"
"ACH-000575","HCC364_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Primary",76,"Adult","Male",""
"ACH-000576","KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","Primary",52,"Adult","Male","asian"
"ACH-000577","JHH2_LIVER",NA,"HCC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC","Metastatic",57,"Adult","Male","asian"
"ACH-000578","HCC1171_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Primary",58,"Adult","Male","caucasian"
"ACH-000579","UACC257_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",NA,"Unknown","Unknown",""
"ACH-000580","C32_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",53,"Adult","Male","caucasian"
"ACH-000581","SNU16_STOMACH",NA,"STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","Metastatic",33,"Adult","Female","asian"
"ACH-000582","COLO741_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",69,"Adult","Female",""
"ACH-000583","MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"MBN","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","MBN","",NA,"Unknown","Male",""
"ACH-000584","JHOS4_OVARY",NA,"HGSOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC","Primary",44,"Adult","Female","asian"
"ACH-000585","EPLC272H_LUNG",NA,"LUSC","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC","Primary",57,"Adult","Male","caucasian"
"ACH-000586","NCIH1876_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",59,"Adult","Male","caucasian"
"ACH-000587","NCIH1975_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Primary",NA,"Unknown","Female",""
"ACH-000588","KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","Primary",50,"Adult","Male","asian"
"ACH-000589","NCIH1437_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Metastatic",60,"Adult","Male","caucasian"
"ACH-000590","NCIH2073_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Primary",47,"Adult","Female","caucasian"
"ACH-000591","LN235_CENTRAL_NERVOUS_SYSTEM",NA,"ASTR","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR","Primary",38,"Adult","Male",""
"ACH-000592","TM31_CENTRAL_NERVOUS_SYSTEM",NA,"ASTR","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR","Primary",42,"Adult","Female",""
"ACH-000593","BC3C_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",82,"Adult","Female","caucasian"
"ACH-000594","DMS153_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",44,"Adult","Male","caucasian"
"ACH-000595","LN229_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",60,"Adult","Female","caucasian"
"ACH-000596","LCLC97TM1_LUNG",NA,"LCLC","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","LCLC","Primary",44,"Adult","Male","caucasian"
"ACH-000597","TTC709_SOFT_TISSUE",NA,"ERT","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","","",0,"Pediatric","Male",""
"ACH-000598","KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","Primary",62,"Adult","Male","asian"
"ACH-000599","PATU8902_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",44,"Adult","Female",""
"ACH-000600","SLR26_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Primary",NA,"Unknown","Male",""
"ACH-000601","MIAPACA2_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",65,"Adult","Male","caucasian"
"ACH-000602","M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AMKL","Myeloid","Acute Myeloid Leukemia","Acute Megakaryoblastic Leukemia","AMKL","",0,"Pediatric","Female",""
"ACH-000603","BEN_LUNG",NA,"NSCLC","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC","Metastatic",71,"Adult","Male",""
"ACH-000604","KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"CMLBCRABL1","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1","Primary",22,"Adult","Male","asian"
"ACH-000605","TE6_OESOPHAGUS",NA,"ESCC","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC","",71,"Adult","Male",""
"ACH-000606","PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",60,"Adult","Male",""
"ACH-000607","KYM1_SOFT_TISSUE",NA,"ERMS","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ERMS","Primary",0,"Pediatric","Male","asian"
"ACH-000608","COV644_OVARY",NA,"MOV","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Mucinous Ovarian Cancer","MOV","Primary",NA,"Unknown","Female",""
"ACH-000609","SF126_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",50,"Adult","Female",""
"ACH-000610","NCIH2227_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Primary",54,"Adult","Male","caucasian"
"ACH-000611","SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Metastatic",43,"Adult","Male",""
"ACH-000612","HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"MYCF","Lymphoid","Mature T and NK Neoplasms","Mycosis Fungoides","MYCF","",28,"Adult","Male","black_or_african_american"
"ACH-000613","HOS_BONE",NA,"OS","Bone","Osteosarcoma","Osteosarcoma","OS","Primary",13,"Pediatric","Female","caucasian"
"ACH-000614","RVH421_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",28,"Adult","Male","caucasian"
"ACH-000615","SKMEL28_SKIN",NA,"SKCM","Skin","Melanoma","Cutaneous Melanoma","SKCM","Primary",51,"Adult","Male",""
"ACH-000616","HS746T_STOMACH",NA,"STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","Metastatic",74,"Adult","Male","caucasian"
"ACH-000617","OVCAR4_OVARY",NA,"HGSOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC","Metastatic",42,"Adult","Female",""
"ACH-000618","SNU1041_UPPER_AERODIGESTIVE_TRACT",NA,"HPHSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Hypopharynx Squamous Cell Carcinoma","HPHSC","",58,"Adult","Male",""
"ACH-000619","PECAPJ15_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",45,"Adult","Male",""
"ACH-000620","JHH1_LIVER",NA,"HCC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC","Primary",50,"Adult","Male","asian"
"ACH-000621","MDAMB157_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Metastatic",44,"Adult","Female","black_or_african_american"
"ACH-000622","KNS42_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",16,"Pediatric","Male",""
"ACH-000623","SNU201_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",58,"Adult","Male","asian"
"ACH-000624","HCC1806_BREAST",NA,"DCIS","Breast","Breast Ductal Carcinoma In Situ","Breast Ductal Carcinoma In Situ","DCIS","Primary",60,"Adult","Female","black_or_african_american"
"ACH-000625","HEP3B217_LIVER",NA,"HCC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC","Primary",8,"Pediatric","Male","black_or_african_american"
"ACH-000626","U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","",53,"Adult","Male",""
"ACH-000627","LCLC103H_LUNG",NA,"LCLC","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","LCLC","Metastatic",61,"Adult","Male","caucasian"
"ACH-000628","NCIH596_LUNG",NA,"LUAS","Lung","Non-Small Cell Lung Cancer","Lung Adenosquamous Carcinoma","LUAS","Primary",73,"Adult","Male","caucasian"
